name,monthly_income,monthly_card_spending,current_card,card_benefit_usage_rate,residence,age_group,occupation,age,gender,expense_ratio_food,expense_ratio_transport,expense_ratio_shopping,expense_ratio_subscription,expense_ratio_others
7431,2054366,1217000,토스카드,42.0,세종,20,기획,28,여,2.0,4.0,14.0,73.0,7.0
7432,2377752,726000,우리 Young카드,66.0,인천 남동구,30,공무원,31,남,22.0,32.0,13.0,11.0,22.0
7433,2638303,1143000,씨티 Premier카드,69.0,서울 동작구,30,디자이너,38,남,9.0,45.0,13.0,17.0,16.0
7434,2140236,1277000,KB 혜담카드,45.0,서울 용산구,20,데이터분석가,26,여,6.0,19.0,35.0,35.0,5.0
7435,2860006,1699000,카카오뱅크 체크,72.0,대전 유성구,30,데이터분석가,34,여,31.0,1.0,39.0,16.0,13.0
7436,2296169,1796000,카카오뱅크 체크,73.0,서울 서초구,30,디자이너,37,여,44.0,1.0,25.0,26.0,4.0
7437,2088069,899000,현대 ZERO카드,60.0,경기 성남시,30,서비스직,36,여,40.0,15.0,21.0,4.0,20.0
7438,2074243,1391000,토스카드,44.0,서울 노원구,20,연구원,27,남,34.0,26.0,19.0,14.0,7.0
7439,1865427,1402000,카카오뱅크 체크,70.0,서울 강동구,20,마케팅,20,남,55.0,35.0,8.0,0.0,2.0
7440,1782997,2446000,삼성 taptap카드,81.0,경기 수원시,20,공무원,26,남,14.0,24.0,36.0,5.0,21.0
7441,1443491,1094000,토스카드,80.0,서울 송파구,20,컨설턴트,26,남,25.0,7.0,7.0,17.0,44.0
7442,3048634,627000,씨티 Premier카드,75.0,경기 성남시,30,생산직,33,남,34.0,1.0,4.0,45.0,16.0
7443,2215647,839000,삼성 taptap카드,66.0,서울 관악구,30,회계,32,여,30.0,0.0,39.0,23.0,8.0
7444,3676395,1639000,네이버페이 현대,82.0,서울 용산구,30,데이터분석가,32,남,67.0,20.0,6.0,4.0,3.0
7445,1526301,1119000,현대 ZERO카드,40.0,경기 성남시,20,공무원,24,남,15.0,11.0,37.0,5.0,32.0
7446,2620541,1304000,우리 Young카드,40.0,서울 마포구,30,영업,31,남,4.0,3.0,2.0,1.0,90.0
7447,3406453,1677000,씨티 Premier카드,58.0,경기 성남시,30,서비스직,36,여,52.0,8.0,15.0,17.0,8.0
7448,1780195,610000,씨티 Premier카드,68.0,대구 수성구,20,회계,23,여,38.0,34.0,13.0,1.0,14.0
7449,2381733,943000,씨티 Premier카드,57.0,서울 동작구,30,기획,34,여,3.0,45.0,10.0,31.0,11.0
7450,2148909,1101000,네이버페이 현대,41.0,대구 수성구,30,회계,33,남,33.0,37.0,12.0,11.0,7.0
7451,1575786,1014000,KB 혜담카드,45.0,경기 고양시,20,대학생,25,여,33.0,28.0,5.0,27.0,7.0
7452,3023655,728000,롯데 DC카드,46.0,서울 노원구,20,데이터분석가,24,남,12.0,11.0,5.0,34.0,38.0
7453,2585519,1458000,IBK 두드림카드,43.0,서울 송파구,30,공무원,39,여,6.0,2.0,52.0,36.0,4.0
7454,2566839,1037000,삼성 taptap카드,48.0,부산 해운대구,30,기획,36,여,0.0,5.0,35.0,27.0,33.0
7455,1812578,1768000,우리 Young카드,71.0,서울 강동구,30,개발자,32,남,22.0,23.0,12.0,39.0,4.0
7456,2429370,2282000,KB 혜담카드,72.0,서울 동작구,20,프리랜서,24,남,16.0,27.0,7.0,27.0,23.0
7457,3078710,2033000,카카오뱅크 체크,52.0,대전 유성구,30,데이터분석가,33,여,38.0,13.0,45.0,1.0,3.0
7458,2824738,1261000,IBK 두드림카드,69.0,서울 서초구,20,대학생,29,남,14.0,67.0,14.0,4.0,1.0
7459,2584166,914000,IBK 두드림카드,57.0,서울 송파구,20,컨설턴트,28,여,3.0,5.0,51.0,22.0,19.0
7460,2209360,1778000,SSG 랜더스카드,64.0,경기 성남시,30,공무원,30,남,19.0,20.0,9.0,32.0,20.0
7461,3219186,648000,현대 ZERO카드,65.0,대전 유성구,30,디자이너,33,남,17.0,19.0,10.0,4.0,50.0
7462,3467309,1452000,네이버페이 현대,48.0,서울 관악구,30,데이터분석가,39,남,10.0,26.0,12.0,11.0,41.0
7463,1743889,1430000,신한 Deep카드,47.0,서울 강동구,30,프리랜서,35,남,35.0,6.0,49.0,6.0,4.0
7464,1689360,1029000,현대 ZERO카드,40.0,서울 성동구,20,프리랜서,25,남,12.0,10.0,13.0,49.0,16.0
7465,2694078,874000,씨티 Premier카드,56.0,서울 노원구,20,디자이너,28,남,0.0,44.0,9.0,20.0,27.0
7466,2938022,1477000,현대 ZERO카드,77.0,서울 마포구,30,영업,35,여,26.0,13.0,1.0,40.0,20.0
7467,1915991,2079000,이마트 KB카드,61.0,경기 수원시,30,대학생,37,남,8.0,26.0,19.0,25.0,22.0
7468,2647510,1337000,하나 Simple카드,46.0,서울 강남구,20,컨설턴트,23,여,22.0,20.0,37.0,11.0,10.0
7469,2297651,1073000,씨티 Premier카드,74.0,서울 서초구,20,프리랜서,26,여,8.0,17.0,13.0,47.0,15.0
7470,2640504,714000,이마트 KB카드,76.0,울산 남구,20,서비스직,28,여,45.0,20.0,18.0,15.0,2.0
7471,1932739,1387000,카카오뱅크 체크,65.0,서울 마포구,20,간호사,28,남,15.0,6.0,35.0,20.0,24.0
7472,2572591,1920000,우리 Young카드,58.0,서울 강동구,20,컨설턴트,29,남,18.0,4.0,69.0,4.0,5.0
7473,2671914,1277000,우리 Young카드,41.0,울산 남구,20,개발자,24,남,27.0,3.0,9.0,17.0,44.0
7474,2074332,1934000,이마트 KB카드,76.0,서울 마포구,20,개발자,28,여,9.0,1.0,10.0,19.0,61.0
7475,2258876,1510000,토스카드,85.0,서울 서초구,20,데이터분석가,20,여,18.0,28.0,5.0,14.0,35.0
7476,2546034,1254000,신한 Deep카드,51.0,세종,30,디자이너,32,남,21.0,46.0,8.0,19.0,6.0
7477,3075819,1163000,삼성 taptap카드,73.0,광주 서구,20,데이터분석가,25,남,8.0,34.0,37.0,2.0,19.0
7478,2439864,1195000,토스카드,55.0,울산 남구,30,영업,31,여,61.0,6.0,4.0,10.0,19.0
7479,2354582,1118000,카카오뱅크 체크,59.0,서울 강동구,30,마케팅,30,남,10.0,12.0,30.0,32.0,16.0
7480,1892087,1088000,롯데 DC카드,63.0,세종,20,프리랜서,27,여,11.0,18.0,8.0,35.0,28.0
7481,2313385,849000,IBK 두드림카드,48.0,서울 용산구,20,기획,28,여,28.0,1.0,40.0,28.0,3.0
7482,2626665,1396000,우리 Young카드,72.0,서울 송파구,20,서비스직,28,여,25.0,36.0,3.0,17.0,19.0
7483,2064921,1608000,NH 농협카드,43.0,서울 마포구,30,디자이너,31,남,2.0,6.0,20.0,15.0,57.0
7484,4293362,758000,신한 Deep카드,79.0,서울 성동구,30,대학생,31,남,2.0,22.0,2.0,11.0,63.0
7485,2654337,1714000,현대 ZERO카드,48.0,세종,30,프리랜서,35,여,27.0,37.0,10.0,16.0,10.0
7486,2931967,1355000,NH 농협카드,78.0,서울 동작구,30,간호사,32,남,38.0,35.0,9.0,15.0,3.0
7487,2259629,1160000,네이버페이 현대,49.0,서울 관악구,20,기획,24,남,22.0,8.0,11.0,45.0,14.0
7488,2175858,1430000,카카오뱅크 체크,75.0,서울 서초구,20,프리랜서,24,여,8.0,3.0,83.0,4.0,2.0
7489,3008897,752000,우리 Young카드,40.0,서울 송파구,30,회계,31,여,6.0,15.0,34.0,38.0,7.0
7490,2246035,1310000,IBK 두드림카드,62.0,서울 서초구,20,데이터분석가,29,여,37.0,41.0,9.0,5.0,8.0
7491,2633525,1064000,하나 Simple카드,70.0,대구 수성구,20,마케팅,24,여,17.0,28.0,12.0,4.0,39.0
7492,2033076,1119000,우리 Young카드,54.0,경기 성남시,20,컨설턴트,21,남,3.0,37.0,13.0,11.0,36.0
7493,2347820,1549000,삼성 taptap카드,42.0,서울 용산구,20,연구원,27,남,18.0,8.0,39.0,2.0,33.0
7494,2098039,984000,토스카드,42.0,경기 수원시,30,프리랜서,33,여,2.0,13.0,28.0,56.0,1.0
7495,2858264,722000,현대 ZERO카드,64.0,대구 수성구,20,연구원,26,여,31.0,1.0,3.0,61.0,4.0
7496,1833126,964000,NH 농협카드,74.0,서울 성동구,20,개발자,23,남,2.0,48.0,21.0,26.0,3.0
7497,2772514,934000,NH 농협카드,82.0,부산 해운대구,30,영업,30,남,1.0,7.0,67.0,6.0,19.0
7498,2092519,1686000,카카오뱅크 체크,45.0,대전 유성구,20,영업,29,여,47.0,2.0,30.0,5.0,16.0
7499,2752234,1165000,씨티 Premier카드,54.0,인천 남동구,30,서비스직,31,남,27.0,36.0,18.0,8.0,11.0
7500,3505747,795000,KB 혜담카드,51.0,서울 용산구,30,공무원,33,남,25.0,13.0,51.0,10.0,1.0
7501,2091671,2164000,NH 농협카드,85.0,경기 고양시,20,컨설턴트,20,여,8.0,11.0,58.0,17.0,6.0
7502,3196962,1262000,SSG 랜더스카드,53.0,경기 성남시,30,서비스직,35,여,26.0,7.0,24.0,29.0,14.0
7503,2090762,1180000,네이버페이 현대,63.0,부산 해운대구,30,영업,32,여,9.0,23.0,33.0,35.0,0.0
7504,2334688,1542000,현대 ZERO카드,75.0,서울 강동구,20,연구원,27,남,11.0,16.0,4.0,17.0,52.0
7505,1862107,515000,우리 Young카드,58.0,세종,20,기획,25,여,1.0,22.0,43.0,8.0,26.0
7506,2710486,1118000,네이버페이 현대,42.0,대구 수성구,30,대학생,33,여,13.0,6.0,54.0,4.0,23.0
7507,2242025,819000,네이버페이 현대,56.0,서울 강남구,20,컨설턴트,26,여,29.0,48.0,0.0,2.0,21.0
7508,2172468,1095000,신한 Deep카드,51.0,대전 유성구,20,생산직,27,여,3.0,57.0,12.0,12.0,16.0
7509,3831932,1213000,현대 ZERO카드,41.0,광주 서구,30,서비스직,30,남,5.0,2.0,75.0,12.0,6.0
7510,2541960,1045000,하나 Simple카드,55.0,서울 강동구,30,공무원,35,남,13.0,22.0,33.0,26.0,6.0
7511,2543257,902000,SSG 랜더스카드,55.0,서울 관악구,20,개발자,29,남,11.0,15.0,8.0,66.0,0.0
7512,1865520,1193000,신한 Deep카드,72.0,대구 수성구,20,개발자,27,남,16.0,7.0,48.0,26.0,3.0
7513,2306342,1277000,우리 Young카드,41.0,울산 남구,20,개발자,24,여,27.0,3.0,9.0,17.0,44.0
7514,1652212,780000,카카오뱅크 체크,52.0,경기 고양시,20,생산직,26,여,13.0,28.0,20.0,6.0,33.0
7515,1918741,1169000,이마트 KB카드,44.0,대구 수성구,20,생산직,29,여,54.0,13.0,7.0,11.0,15.0
7516,2208928,880000,토스카드,67.0,서울 동작구,20,디자이너,28,여,30.0,24.0,11.0,22.0,13.0
7517,3157324,905000,현대 ZERO카드,64.0,울산 남구,20,간호사,29,남,10.0,35.0,39.0,9.0,7.0
7518,3070562,1615000,현대 ZERO카드,71.0,서울 강남구,30,영업,37,남,19.0,34.0,4.0,11.0,32.0
7519,3077334,1578000,NH 농협카드,83.0,서울 노원구,20,마케팅,29,남,47.0,37.0,8.0,6.0,2.0
7520,3154226,2666000,이마트 KB카드,43.0,서울 용산구,30,공무원,39,남,0.0,23.0,56.0,15.0,6.0
7521,2729041,1003000,네이버페이 현대,57.0,세종,30,서비스직,31,남,7.0,32.0,6.0,34.0,21.0
7522,3269678,1092000,씨티 Premier카드,46.0,대구 수성구,30,영업,31,여,17.0,62.0,5.0,11.0,5.0
7523,2718508,1051000,NH 농협카드,64.0,대구 수성구,30,개발자,32,여,13.0,5.0,1.0,50.0,31.0
7524,2550094,1014000,우리 Young카드,64.0,대구 수성구,30,간호사,32,남,4.0,9.0,24.0,32.0,31.0
7525,2485285,1198000,씨티 Premier카드,60.0,경기 고양시,20,영업,26,남,38.0,7.0,6.0,46.0,3.0
7526,2103702,936000,삼성 taptap카드,82.0,대구 수성구,20,생산직,25,여,7.0,14.0,4.0,36.0,39.0
7527,1255482,774000,SSG 랜더스카드,67.0,인천 남동구,20,기획,27,남,0.0,56.0,36.0,6.0,2.0
7528,2967986,1573000,신한 Deep카드,85.0,서울 강남구,30,간호사,32,여,13.0,6.0,45.0,35.0,1.0
7529,2797467,707000,SSG 랜더스카드,55.0,서울 노원구,20,컨설턴트,26,여,32.0,47.0,0.0,1.0,20.0
7530,3168971,1544000,롯데 DC카드,70.0,서울 강남구,20,대학생,21,여,8.0,9.0,29.0,40.0,14.0
7531,3295500,1820000,씨티 Premier카드,74.0,세종,30,회계,32,남,5.0,48.0,14.0,27.0,6.0
7532,2125638,2220000,NH 농협카드,85.0,서울 마포구,20,생산직,25,여,23.0,2.0,22.0,30.0,23.0
7533,2667494,1182000,현대 ZERO카드,51.0,대구 수성구,20,생산직,29,남,23.0,4.0,30.0,27.0,16.0
7534,2924910,1208000,하나 Simple카드,71.0,서울 관악구,30,공무원,30,여,22.0,8.0,3.0,58.0,9.0
7535,4146796,1447000,NH 농협카드,73.0,대전 유성구,30,디자이너,31,남,17.0,9.0,40.0,5.0,29.0
7536,2227686,767000,씨티 Premier카드,42.0,경기 수원시,20,회계,26,남,42.0,19.0,10.0,8.0,21.0
7537,2417210,1887000,IBK 두드림카드,55.0,서울 동작구,30,영업,34,여,26.0,2.0,11.0,6.0,55.0
7538,2142227,1385000,우리 Young카드,75.0,대구 수성구,30,프리랜서,38,여,11.0,2.0,35.0,1.0,51.0
7539,2518731,1141000,하나 Simple카드,48.0,서울 마포구,20,회계,25,여,40.0,27.0,22.0,5.0,6.0
7540,1725869,2365000,이마트 KB카드,78.0,부산 해운대구,30,컨설턴트,33,여,17.0,73.0,1.0,5.0,4.0
7541,2638043,1239000,하나 Simple카드,55.0,경기 수원시,20,기획,27,여,33.0,22.0,6.0,1.0,38.0
7542,3411484,1493000,우리 Young카드,66.0,경기 수원시,30,간호사,33,남,8.0,9.0,13.0,57.0,13.0
7543,2792535,1562000,롯데 DC카드,78.0,서울 송파구,30,연구원,34,여,10.0,8.0,70.0,12.0,0.0
7544,2319112,1071000,삼성 taptap카드,77.0,세종,20,생산직,22,여,23.0,18.0,52.0,5.0,2.0
7545,3266489,1095000,현대 ZERO카드,51.0,서울 동작구,30,개발자,39,여,3.0,4.0,7.0,77.0,9.0
7546,2685996,1383000,이마트 KB카드,59.0,서울 강남구,20,데이터분석가,29,여,14.0,13.0,14.0,48.0,11.0
7547,2575045,1558000,네이버페이 현대,66.0,세종,30,프리랜서,35,남,14.0,11.0,3.0,71.0,1.0
7548,1955410,1009000,KB 혜담카드,50.0,경기 고양시,20,기획,27,여,19.0,29.0,23.0,9.0,20.0
7549,2384228,1706000,네이버페이 현대,62.0,서울 성동구,30,컨설턴트,30,남,0.0,57.0,23.0,3.0,17.0
7550,3385898,1494000,토스카드,58.0,서울 서초구,30,연구원,30,남,1.0,36.0,4.0,35.0,24.0
7551,1999930,634000,현대 ZERO카드,77.0,광주 서구,30,마케팅,37,여,22.0,12.0,37.0,29.0,0.0
7552,2791696,1424000,SSG 랜더스카드,62.0,서울 마포구,20,마케팅,28,남,23.0,11.0,20.0,34.0,12.0
7553,3161486,1863000,현대 ZERO카드,67.0,서울 강남구,30,간호사,31,여,1.0,26.0,50.0,13.0,10.0
7554,1810491,1270000,삼성 taptap카드,70.0,대구 수성구,20,영업,21,남,43.0,35.0,1.0,1.0,20.0
7555,2157225,1306000,네이버페이 현대,52.0,서울 강동구,20,회계,20,남,8.0,28.0,8.0,42.0,14.0
7556,2258310,1606000,SSG 랜더스카드,50.0,대구 수성구,20,디자이너,29,여,16.0,70.0,5.0,3.0,6.0
7557,2941991,818000,이마트 KB카드,80.0,부산 해운대구,30,영업,39,여,34.0,13.0,18.0,1.0,34.0
7558,3304671,1437000,씨티 Premier카드,44.0,서울 서초구,30,데이터분석가,33,여,1.0,19.0,38.0,38.0,4.0
7559,1407253,1309000,이마트 KB카드,54.0,경기 성남시,20,공무원,27,여,14.0,6.0,16.0,28.0,36.0
7560,2340909,1587000,삼성 taptap카드,63.0,서울 마포구,30,간호사,32,여,22.0,32.0,23.0,7.0,16.0
7561,2116991,1112000,SSG 랜더스카드,61.0,광주 서구,20,마케팅,28,남,32.0,9.0,6.0,8.0,45.0
7562,1549665,834000,토스카드,75.0,서울 송파구,20,간호사,29,남,19.0,8.0,4.0,15.0,54.0
7563,2007444,1563000,씨티 Premier카드,47.0,경기 수원시,20,간호사,25,남,27.0,13.0,32.0,7.0,21.0
7564,2463884,1810000,하나 Simple카드,85.0,서울 용산구,20,대학생,29,여,3.0,52.0,16.0,11.0,18.0
7565,2360660,1897000,IBK 두드림카드,40.0,서울 강동구,30,개발자,32,여,29.0,6.0,2.0,29.0,34.0
7566,1477689,1044000,이마트 KB카드,77.0,부산 해운대구,20,생산직,29,남,5.0,58.0,10.0,7.0,20.0
7567,3937041,980000,삼성 taptap카드,44.0,울산 남구,30,영업,30,여,61.0,4.0,8.0,11.0,16.0
7568,2383088,2264000,우리 Young카드,65.0,서울 동작구,20,프리랜서,25,여,0.0,45.0,13.0,7.0,35.0
7569,3078185,2302000,IBK 두드림카드,67.0,대전 유성구,30,디자이너,36,남,18.0,0.0,20.0,21.0,41.0
7570,1701036,1044000,네이버페이 현대,58.0,대구 수성구,20,컨설턴트,29,남,1.0,3.0,23.0,9.0,64.0
7571,2630353,807000,IBK 두드림카드,74.0,대구 수성구,30,디자이너,31,여,1.0,0.0,36.0,25.0,38.0
7572,2417893,1516000,KB 혜담카드,50.0,서울 강동구,30,프리랜서,30,여,24.0,23.0,12.0,12.0,29.0
7573,1305738,751000,하나 Simple카드,67.0,부산 해운대구,20,공무원,29,여,13.0,19.0,19.0,11.0,38.0
7574,1714872,880000,SSG 랜더스카드,61.0,서울 서초구,20,생산직,20,남,58.0,2.0,0.0,11.0,29.0
7575,2647463,1387000,카카오뱅크 체크,65.0,서울 마포구,20,간호사,28,여,15.0,6.0,35.0,20.0,24.0
7576,3222008,1416000,신한 Deep카드,66.0,서울 노원구,20,간호사,28,남,18.0,10.0,3.0,67.0,2.0
7577,2433582,974000,NH 농협카드,57.0,서울 마포구,20,간호사,28,남,19.0,33.0,41.0,4.0,3.0
7578,2801541,778000,KB 혜담카드,67.0,서울 용산구,20,공무원,28,여,34.0,26.0,0.0,24.0,16.0
7579,2172122,819000,이마트 KB카드,42.0,서울 동작구,20,서비스직,24,남,23.0,14.0,8.0,16.0,39.0
7580,2456726,1071000,IBK 두드림카드,51.0,경기 수원시,30,영업,34,여,1.0,5.0,4.0,81.0,9.0
7581,2795489,2068000,현대 ZERO카드,50.0,인천 남동구,20,회계,24,남,4.0,47.0,44.0,4.0,1.0
7582,3331388,1394000,삼성 taptap카드,70.0,경기 성남시,30,디자이너,33,여,18.0,13.0,36.0,10.0,23.0
7583,3150548,1344000,이마트 KB카드,64.0,경기 고양시,30,개발자,35,여,7.0,11.0,41.0,5.0,36.0
7584,1716818,1287000,IBK 두드림카드,43.0,서울 성동구,20,연구원,25,남,2.0,7.0,56.0,3.0,32.0
7585,2216520,570000,현대 ZERO카드,69.0,서울 노원구,20,생산직,22,여,13.0,3.0,40.0,29.0,15.0
7586,3194267,645000,롯데 DC카드,58.0,세종,30,영업,36,남,10.0,19.0,8.0,49.0,14.0
7587,2120161,1024000,롯데 DC카드,47.0,부산 해운대구,20,프리랜서,27,여,9.0,22.0,2.0,49.0,18.0
7588,2443928,1227000,KB 혜담카드,57.0,경기 수원시,20,서비스직,24,남,19.0,46.0,19.0,7.0,9.0
7589,2660288,1093000,토스카드,61.0,서울 서초구,20,대학생,23,남,41.0,10.0,1.0,37.0,11.0
7590,3701966,1378000,IBK 두드림카드,54.0,서울 성동구,30,데이터분석가,31,남,29.0,34.0,14.0,3.0,20.0
7591,3092935,2157000,롯데 DC카드,85.0,서울 송파구,20,생산직,27,남,10.0,2.0,13.0,59.0,16.0
7592,2085279,1564000,SSG 랜더스카드,51.0,세종,20,디자이너,26,여,10.0,29.0,9.0,39.0,13.0
7593,1567983,1261000,현대 ZERO카드,57.0,광주 서구,20,마케팅,23,남,3.0,5.0,10.0,20.0,62.0
7594,2429117,1315000,하나 Simple카드,60.0,경기 고양시,20,연구원,22,남,35.0,47.0,10.0,1.0,7.0
7595,3191905,1144000,이마트 KB카드,51.0,서울 동작구,20,대학생,25,남,22.0,16.0,29.0,31.0,2.0
7596,2011512,1181000,현대 ZERO카드,82.0,서울 노원구,20,공무원,20,남,35.0,23.0,5.0,36.0,1.0
7597,2593423,1135000,씨티 Premier카드,52.0,서울 관악구,20,개발자,27,여,6.0,11.0,70.0,6.0,7.0
7598,2597872,646000,IBK 두드림카드,78.0,울산 남구,20,대학생,29,여,33.0,21.0,4.0,26.0,16.0
7599,2345721,1235000,우리 Young카드,63.0,울산 남구,20,디자이너,28,남,78.0,0.0,7.0,5.0,10.0
7600,2503462,715000,IBK 두드림카드,42.0,경기 성남시,30,개발자,39,여,52.0,13.0,0.0,28.0,7.0
7601,1788285,803000,신한 Deep카드,81.0,대전 유성구,20,개발자,24,여,17.0,3.0,79.0,0.0,1.0
7602,1109168,1916000,삼성 taptap카드,71.0,서울 강남구,20,개발자,29,남,15.0,19.0,0.0,27.0,39.0
7603,1694074,1492000,롯데 DC카드,67.0,경기 성남시,20,개발자,29,여,4.0,45.0,18.0,1.0,32.0
7604,2304847,746000,롯데 DC카드,78.0,서울 노원구,30,컨설턴트,37,여,26.0,7.0,5.0,15.0,47.0
7605,2798711,1046000,NH 농협카드,56.0,서울 강동구,20,회계,21,여,2.0,25.0,17.0,55.0,1.0
7606,2198435,1060000,KB 혜담카드,72.0,서울 강남구,20,대학생,29,여,14.0,3.0,28.0,0.0,55.0
7607,2636681,825000,SSG 랜더스카드,74.0,경기 성남시,30,데이터분석가,31,남,18.0,23.0,23.0,29.0,7.0
7608,2054507,880000,신한 Deep카드,85.0,대전 유성구,30,개발자,32,여,45.0,2.0,38.0,13.0,2.0
7609,2828402,797000,SSG 랜더스카드,53.0,경기 수원시,30,마케팅,32,여,3.0,5.0,38.0,19.0,35.0
7610,3950850,2028000,씨티 Premier카드,84.0,서울 강동구,30,개발자,37,남,13.0,56.0,2.0,17.0,12.0
7611,3031717,1209000,토스카드,71.0,세종,30,기획,36,여,4.0,41.0,4.0,11.0,40.0
7612,2553074,1238000,이마트 KB카드,41.0,대전 유성구,20,연구원,27,남,3.0,9.0,69.0,19.0,0.0
7613,1512193,1406000,카카오뱅크 체크,44.0,대구 수성구,20,연구원,22,여,18.0,10.0,11.0,3.0,58.0
7614,2074162,1918000,우리 Young카드,62.0,경기 수원시,20,영업,28,여,14.0,55.0,13.0,8.0,10.0
7615,3223652,1099000,토스카드,44.0,서울 용산구,20,공무원,29,남,4.0,32.0,17.0,16.0,31.0
7616,2810975,975000,이마트 KB카드,50.0,인천 남동구,20,마케팅,28,남,3.0,71.0,0.0,21.0,5.0
7617,1481248,1339000,삼성 taptap카드,65.0,서울 동작구,20,대학생,25,여,1.0,14.0,42.0,22.0,21.0
7618,2222204,1512000,삼성 taptap카드,85.0,대구 수성구,20,마케팅,27,남,19.0,52.0,14.0,14.0,1.0
7619,2431549,1698000,NH 농협카드,73.0,울산 남구,20,회계,28,남,36.0,46.0,9.0,7.0,2.0
7620,1868920,1435000,현대 ZERO카드,76.0,세종,20,디자이너,24,남,4.0,21.0,0.0,50.0,25.0
7621,1095397,1341000,롯데 DC카드,71.0,대전 유성구,20,개발자,28,남,13.0,6.0,0.0,13.0,68.0
7622,3069176,1392000,네이버페이 현대,84.0,경기 수원시,30,회계,34,남,14.0,5.0,5.0,35.0,41.0
7623,2448569,1174000,토스카드,49.0,광주 서구,30,생산직,31,남,56.0,4.0,2.0,5.0,33.0
7624,2451310,890000,카카오뱅크 체크,45.0,대전 유성구,30,기획,31,남,2.0,3.0,12.0,1.0,82.0
7625,2322659,1890000,삼성 taptap카드,75.0,서울 성동구,30,마케팅,33,여,2.0,35.0,11.0,10.0,42.0
7626,2183162,1329000,이마트 KB카드,55.0,경기 성남시,20,생산직,22,여,32.0,14.0,4.0,36.0,14.0
7627,2245458,1192000,롯데 DC카드,81.0,대전 유성구,20,회계,26,남,20.0,0.0,54.0,20.0,6.0
7628,2381207,1055000,삼성 taptap카드,71.0,경기 수원시,30,마케팅,30,남,37.0,12.0,19.0,21.0,11.0
7629,2139895,2203000,삼성 taptap카드,72.0,서울 강남구,20,데이터분석가,28,여,31.0,12.0,15.0,28.0,14.0
7630,1371288,1230000,우리 Young카드,66.0,서울 송파구,20,개발자,23,남,0.0,18.0,60.0,3.0,19.0
7631,3217727,1125000,네이버페이 현대,54.0,울산 남구,30,생산직,33,남,11.0,32.0,9.0,42.0,6.0
7632,1000000,1181000,카카오뱅크 체크,54.0,대전 유성구,20,생산직,23,남,29.0,36.0,6.0,12.0,17.0
7633,2355254,1571000,SSG 랜더스카드,48.0,서울 용산구,30,생산직,38,여,11.0,1.0,22.0,34.0,32.0
7634,2959593,744000,하나 Simple카드,53.0,울산 남구,30,간호사,34,여,66.0,4.0,23.0,6.0,1.0
7635,1720329,2364000,우리 Young카드,78.0,광주 서구,20,대학생,24,여,6.0,4.0,40.0,34.0,16.0
7636,2858215,2549000,롯데 DC카드,53.0,서울 송파구,30,공무원,30,여,6.0,61.0,8.0,17.0,8.0
7637,2827866,827000,카카오뱅크 체크,82.0,서울 용산구,20,마케팅,20,여,46.0,16.0,2.0,4.0,32.0
7638,1000000,1034000,KB 혜담카드,85.0,서울 관악구,30,공무원,35,남,30.0,24.0,3.0,10.0,33.0
7639,2424318,1965000,현대 ZERO카드,56.0,서울 노원구,30,프리랜서,36,여,0.0,13.0,20.0,28.0,39.0
7640,1000000,1539000,SSG 랜더스카드,64.0,울산 남구,30,기획,30,남,47.0,7.0,3.0,18.0,25.0
7641,2190895,1805000,IBK 두드림카드,62.0,서울 강동구,20,공무원,26,여,20.0,35.0,2.0,8.0,35.0
7642,2496414,934000,NH 농협카드,82.0,부산 해운대구,30,영업,30,여,1.0,7.0,67.0,6.0,19.0
7643,1258728,980000,SSG 랜더스카드,48.0,서울 용산구,30,연구원,35,여,38.0,13.0,9.0,1.0,39.0
7644,4347386,968000,NH 농협카드,82.0,대구 수성구,30,생산직,39,남,26.0,10.0,52.0,11.0,1.0
7645,2393007,1383000,하나 Simple카드,80.0,울산 남구,20,컨설턴트,28,남,26.0,3.0,18.0,1.0,52.0
7646,2075488,954000,롯데 DC카드,47.0,광주 서구,30,기획,30,여,18.0,20.0,23.0,9.0,30.0
7647,2982689,1871000,KB 혜담카드,74.0,서울 성동구,20,기획,23,여,22.0,65.0,3.0,7.0,3.0
7648,1602193,1639000,네이버페이 현대,82.0,서울 용산구,30,데이터분석가,32,여,67.0,20.0,6.0,4.0,3.0
7649,1635414,1525000,롯데 DC카드,46.0,서울 송파구,20,공무원,27,남,4.0,15.0,36.0,7.0,38.0
7650,1100272,1238000,이마트 KB카드,41.0,대전 유성구,20,연구원,27,여,3.0,9.0,69.0,19.0,0.0
7651,3150522,985000,롯데 DC카드,62.0,서울 노원구,20,마케팅,25,여,31.0,0.0,23.0,23.0,23.0
7652,2666173,850000,NH 농협카드,67.0,대전 유성구,30,디자이너,35,여,16.0,19.0,17.0,44.0,4.0
7653,2829700,1106000,롯데 DC카드,47.0,인천 남동구,30,컨설턴트,35,여,34.0,19.0,8.0,39.0,0.0
7654,2400500,1157000,이마트 KB카드,54.0,경기 성남시,20,개발자,25,여,26.0,9.0,30.0,35.0,0.0
7655,2786883,786000,하나 Simple카드,74.0,광주 서구,30,서비스직,33,여,1.0,71.0,11.0,9.0,8.0
7656,2289038,938000,현대 ZERO카드,47.0,울산 남구,20,서비스직,26,여,1.0,7.0,0.0,86.0,6.0
7657,2385460,1820000,카카오뱅크 체크,60.0,서울 관악구,20,컨설턴트,28,여,5.0,17.0,15.0,55.0,8.0
